WikidataID,itemLabel,en_description,instanceof
Q2042,Charles de Gaulle,President of France from 1959 to 1969,human
Q6097440,Ivan Selin,American scholar,human
Q3904,Mbabane,capital of Eswatini,city
Q960916,Hernán Büchi,Chilean politician,human
Q782845,Awash River,river in Ethiopia,river
Q5366478,Elmer B. Staats,Comptroller General of the United States,human
Q1985571,Naum Meiman,Russian mathematician (1912-2001),human
Q13522647,Friedrich A. Lutz,German economist,human
Q518197,Ted Sorensen,American lawyer and presidential adviser (1928–2010),human
Q789185,Béla Balassa,Hungarian economist,human
Q1177,Himachal Pradesh,state in northern India,geographic region
Q462077,Jacques Foccart,French politician (1913-1997),human
Q109535800,Leeds & Northrup,former United States electric technology company,business
Q6140785,James P. Grant,American politician,human
Q1052614,Utah State University,"public university in Logan, Utah, United States",university
Q745609,Free University of Brussels,Wikimedia disambiguation page,Wikimedia disambiguation page
Q3075649,Commonwealth Foundation,intergovernmental organisation,foundation
Q1135311,Correio da Manhã,Portuguese newspaper,daily newspaper
Q797440,French Upper Volta,former colony of French West Africa,colony
Q1956417,Teton Village,"census-designated place in Teton County, Wyoming",census-designated place in the United States
Q434179,Yehoshua Rabinovitz,Israeli politician (1911-1979),human
Q5729625,Henry W. Cannon,Comptroller in the United States,human
Q46807,The Times of India,Indian English-language daily newspaper,newspaper
Q351674,Hikmet Çetin,Turkish politician,human
Q577751,Tom Foley,American politician from Washington (1929–2013),human
Q462330,Tatsuo Murayama,Japanese politician (1915-2010),human
Q865528,University of Warwick,"university in Coventry, United Kingdom",higher education institution
Q18756706,Frank Cass,"Cass, Frank (1930–2007), publisher",human
Q2068831,São Benedito,"municipality of Ceará, Brazil",municipality of Brazil
Q207421,Tungurahua volcano,Volcano in Ecuador,mountain
Q7806588,Times of Zambia,Zambian daily newspaper,periodical
Q191375,Sheikh Mujibur Rahman,founding father of the People's Republic of Bangladesh,human
Q37211,Sindh,province of Pakistan,province of Pakistan
Q207724,Masai Mara,"National Reserve in Narok County, Kenya",protected area of Kenya
Q11268,United States Congress,bicameral legislature of the United States,bicameral legislature
Q2703792,The Detroit News,"major newspaper of the Detroit, Michigan area",newspaper
Q5441994,Felipe Herrera,First president of the Inter-American Development Bank.,human
Q4298758,Peter Mmusi,Botswana politician,human
Q1185346,Demerara,historic region of the Guianas,historical region
Q1776564,Banque du Liban,Central bank of Lebanon,central bank
Q1542805,Paul Mellon,"American art collector, philanthropist and racehorse owner",human
Q328762,Miguel Mancera,Mexican economist,human
Q55631051,Radio Pakistan,Pakistani Radio,organization
Q334204,Morgan Stanley,U.S investment bank,credit institution
Q554317,Roy Harrod,English economist,human
Q465308,American Jewish Committee,U.S. Jewish advocacy group,advocacy group
Q30487,Mikhail Gorbachev,leader of the Soviet Union from 1985 to 1991,human
Q456898,Ivan Stambolić,President of Serbia (1936-2000),human
Q640652,University of Oklahoma,"public research university in Norman, Oklahoma, United States",public educational institution of the United States
Q3902450,Piazza della Scala,square in Milan,square
Q54480717,Pitambar Pant,"Indian independence activist, civil service officer and writer",human
Q3428914,Reynolds Group Holdings,American aluminium producer,business
Q5443615,Fenton Communications,American public interest communications company,business
Q1328252,Eletrobras,"Brazilian company that operates as a holding company, divided into electricity generation and transmission",public company
Q2613704,Phil Gramm,American economist and politician,human
Q7707288,Tex Thornton,American businessman,human
Q2917796,Davar,Israeli newspaper,newspaper
Q6525672,Leonard Rist,French economist (1905-1982),human
Q152534,Alfredo Stroessner,military dictator of Paraguay from 1954 to 1989,human
Q1400324,Lane Kirkland,American labor leader (1922-1999),human
Q5242603,Dawood Hercules Corporation Limited,publicly listed company in Pakistan,business
Q796,Iraq,sovereign state in western Asia,country
Q9684,The New York Times,American daily newspaper,daily newspaper
Q292569,Donna Shalala,18th United States Secretary of Health and Human Services,human
Q652091,Party of the Revolution,dominant political party in Tanzania,political party
Q19865620,National Cotton Council of America,organization,trade union federation
Q1562618,H. R. Gross,American politician (1899-1987),human
Q727675,Asian Institute of Technology,university in Thailand,university
Q207429,Tuxtla Gutiérrez,capital and largest city of the Mexican state of Chiapas,big city
Q17153156,McGraw-Hill Education,"educational science, technology, engineering, and math publisher",book publisher
Q3659,N'Djamena,capital and largest city of Chad,city
Q30059027,Sierra Leone Colony and Protectorate,British colony and protectorate in Africa from 1808 until 1961,protectorate
Q10184,Frankfurter Allgemeine Zeitung,German daily newspaper,daily newspaper
Q622826,Yao Yilin,Chinese politician (1917-1994),human
Q855,Joseph Stalin,leader of the Soviet Union from 1924 to 1953,human
Q3048601,Edward Mason,American economist (1899-1992),human
Q35493,Almaty,former capital of Kazakhstan and the nation's largest city,city
Q10918982,Wu Bo,politician,human
Q861141,RAND Corporation,American research organization,think tank
Q48525,federal government of the United States,national government of the United States,federal government
Q439195,Andrés Bello,"Venezuelan humanist, diplomat, poet, legislator, philosopher, educator and philologist (1781-1865)",human
Q261517,Anne Osborn Krueger,American economist,human
Q69103,Hassan II,King of Morocco from 1961 to 1999,human
Q628076,Alaska Highway,"international highway in British Columbia and Yukon in Canada and Alaska, United States",road
Q982092,Gil Puyat,President of the Senate of the Philippines from 1967 to 1972,human
Q334279,Chandra Shekhar,8th prime minister of India (1927-2007),human
Q284947,The Christian Science Monitor,"nonprofit news organization owned by the Church of Christ, Scientist",newspaper
Q913851,Aon Hewitt,company,public company
Q5657287,Hirubhai M. Patel,Indian politician,human
Q248893,Ananda Mahidol,eighth monarch of Siam from the Chakri dynasty as Rama VIII,human
Q20114968,Jalan Ipoh,road in Malaysia,controlled-access highway
Q11885295,Olavi Munkki,Finnish diplomat,human
Q1393497,Unocal Corporation,company,business
Q4722259,Alfred B. Fitt,American lawyer,human
Q116799354,Anthony Spaulding,Jamaican politician (1933–1998),human
Q3293231,Bangladesh Navy,naval warfare branch of the Bangladesh Armed Forces,navy
Q3631332,Indira Gandhi Canal,canal in India,canal
Q1654025,Kwame Nkrumah University of Science and Technology,university in Ghana located in Kumasi,public university
Q15141911,Fernando Arias González,Spanish diplomat,human
Q1946820,Moore-McCormack,transport company in United States of America,transport company
Q34217,Oxford,"city in Oxfordshire, England",city
Q41573391,Subrahmanya Bhoothalingam,,human
Q7364872,Ronald Freedman,American demographer (1917-2007),human
Q887649,University of San Carlos,"private Catholic university in Cebu City, Philippines",Catholic university
Q7150476,Paul Einzig,Romanian economist,human
Q1666745,International Maize and Wheat Improvement Center,organization,organization
Q788472,Dutch guilder,former Dutch currency,guilder
Q862148,Star Tribune,"Minneapolis, Minnesota, US newspaper",newspaper
Q16018457,Cherif Guellal,Algerian diplomat,human
Q574685,Daniel Oduber Quirós,37th President of Costa Rica (1921-1991),human
Q6660071,Liz Carpenter,American writer (1920–2010),human
Q14533113,Eastern Bank Ltd,Bank in Bangladesh,commercial bank
Q26683,Palestine Liberation Organization,organization with the purpose of creating an independent State of Palestine,political organization
Q4714602,Alejandro Melchor,Filipino academic,human
Q443253,Prentice Hall,educational publisher,book publisher
Q2842325,American Council on Education,nonprofit organization,nonprofit organization
Q44762,Entre Ríos Province,province of Argentina,province of Argentina
Q4977493,Bruce Fowle,American architect,human
Q7888452,United Nations Korean Reconstruction Agency,economic reconstruction program created by the United Nations to bolster war-devastated South Korea,international organization
Q1071609,Chiang Mai University,university in Thailand,university
Q123759,Organization of American States,international organization of states in the Americas,international organization
Q49206,University of Connecticut,"public research university in Storrs, Connecticut, United States",land-grant university
Q645470,The Labyrinth of Solitude,collection of essays by Octavio Paz,literary work
Q4692315,Agha Hilaly,Pakistani diplomat,human
Q6318407,Justinian Rweyemamu,Tanzanian academic,human
Q734774,Saint Louis University,"private research university with campuses in St. Louis, Missouri, and Madrid, Spain",university
Q2826926,Agnes Scott College,"women's liberal arts college in Decatur, Georgia",liberal arts college in the United States
Q1450765,French Territory of the Afars and the Issas,French former colony in Djibouti (1967-1977),colony
Q2473939,Abomey-Calavi,"commune and city in Atlantique Department, Benin",commune of Benin
Q174710,"University of California, Los Angeles","public university in Los Angeles, California, USA",university
Q172840,Murray Gell-Mann,American physicist (1929–2019),human
Q317953,Lawrence Summers,"American economist, Secretary of the Treasury, college administrator, and U.S. government official",human
Q4187311,Emil Salim,Indonesian economist,human
Q1784126,Koppers,pittsburgh-based chemical company,organization
Q155402,Ahmed Sékou Touré,President of Guinea (1922-1984),human
Q64745124,Kwaku Baah,Ghanaian lawyer and politician,human
Q336197,The Observer,British weekly newspaper,newspaper
Q7286613,Rakesh Mohan,Indian economist,human
Q7296,Mount Kilimanjaro,mountain massif in Kilimanjaro National Park in Tanzania,mountain
Q5656156,Hardinge Bridge,railway bridge in Bangladesh,truss bridge
Q3339930,Nicolae Ionescu,Romanian politician (1820-1905),human
Q701442,Chen Muhua,Chinese politician (1921-2011),human
Q216660,Nepali Congress,political party in Nepal,political party
Q3992,Liège,"city in Wallonia, Belgium",city
Q155824,Juscelino Kubitschek,President of Brazil from 1956 to 1961,human
Q733180,Tom Mboya,Kenyan politician (1930-1969),human
Q88267,Jürgen Todenhöfer,German politician and author,human
Q230899,University of Manchester,"public research university in Manchester, England",university
Q171675,Sutlej,river in Asia,river
Q1249888,Dera Ismail Khan,"city in Khyber Pakhtunkhwa, Pakistan",city
Q3181165,John C. Malone,"American billionaire businessman, landowner and philanthropist",human
Q18643752,Qatar TV,television channel of Qatar,television channel
Q1290648,Lorenzo Natali,Italian politician (1922-1989),human
