,WikidataID,itemLabel,en_description,instanceof
2118,Q434679,Pierre Soulé,American politician (1801-1870),human
2119,Q29179,Francisco Franco,Spanish general and dictator (1892-1975),human
2120,Q4720400,Alexander Wilson Taylor,American politician (1815-1893),human
2121,Q268677,Edward James Patten,American lawyer and politician (1905–1994),human
2122,Q39382347,Halykberdy Ataev,,human
2123,Q5726187,Henry Myer Phillips,American politician,human
2124,Q2648398,Allen T. Treadway,American politician,human
2125,Q861014,Juan Bautista Egusquiza,President of Paraguay (1845-1902),human
2126,Q5347719,Egbert Ten Eyck,American politician,human
2127,Q5126492,Clarence E. Kilburn,American politician (1893-1975),human
2128,Q7849613,Tshering Tobgay,Bhutanese politician,human
2129,Q7788146,Thomas C. Love,American lawyer and politician (1789–1853),human
2130,Q2581116,William Woodward,American politician,human
2131,Q7381491,Russell Errett,US politician and journalist (1817-1891),human
2132,Q770621,Augustus Seymour Porter,American politician (1798-1872),human
2133,Q2580090,William Murray,American politician from New York (1803-1875),human
2134,Q366015,Adolphus Peter Nelson,U.S. representative from Wisconsin (1872-1927),human
2135,Q8013247,William J. Hough,United States Representative,human
2136,Q5318148,Dwight E. Evans,American politician,human
2137,Q313598,Chiang Ching-kuo,President of Taiwan from 1978 to 1988,human
2138,Q6077133,Isaac Smith,United States Representative from Pennsylvania,human
2139,Q2422171,"Thomas B. Evans, Jr.",American politician,human
2140,Q489037,Jay Garner,United States Army general and United States Marine,human
2141,Q1606653,Henry Daniel,American lawyer and politician (1786-1873),human
2142,Q311428,Julio María Sanguinetti,President of Uruguay,human
2143,Q295713,Liaquat Ali Khan,First Prime Minister of the Islamic Republic Of Pakistan (1895–1951),human
2144,Q2550409,Washington Barrow,American politician,human
2145,Q424369,Akwasi Osei-Adjei,Ghanaian Minister for Foreign Affairs from July 2007 to February 2009,human
2146,Q6095763,Turan Güneş,Turkish politician,human
2147,Q115540,Jean-Pascal Delamuraz,member of the Swiss Federal Council (1936-1998),human
2148,Q3273322,Surakiart Sathirathai,Thai politician,human
2149,Q366106,Adonijah Welch,American politician (1821-1889),human
2150,Q7788001,Thomas Buchecker Cooper,American politician (1823-1862),human
2151,Q5576540,Godfrey Smith,Belizean politician,human
2152,Q215212,Frederick G. Niedringhaus,American politician (1837-1922),human
2153,Q279716,Joseph Oliva Huot,American politician (1917-1983),human
2154,Q1385349,Seth Wakeman,U.S. Representative from New York (1811-1880),human
2155,Q383838,Charles T. Canady,American politician and judge,human
2156,Q111455,Richard W. Barton,American politician (1800-1859),human
2157,Q1360799,James Parker II,United States Representative from New Jersey (1776-1868),human
2158,Q322173,Tomás Estrada Palma,Former President of Cuba (1902–06),human
2159,Q2006584,Néstor Montoya,American politician,human
2160,Q7147176,Patrick McLane,American politician,human
2161,Q128645,Arthur Meighen,9th Prime Minister of Canada (1874-1960),human
2162,Q7495091,Sherlock James Andrews,American politician (1801-1880),human
2163,Q556027,Lloyd Axworthy,Canadian politician,human
2164,Q469516,Qian Qichen,Chinese politician (1928-2017),human
2165,Q215351,Fidel Ramos,President of the Philippines from 1992 to 1998,human
2166,Q1678408,Paul Brown,American politician (1880-1961),human
2167,Q4821195,Augustine Kpehe Ngafuan,Liberian politician,human
2168,Q1677432,Jacob Benton,Union Army General (1814-1892),human
2169,Q198157,David A. Bokee,American politician (1805-1860),human
2170,Q2164923,Romano L. Mazzoli,American politician,human
2171,Q2176965,Russell Vernon Mack,American politician,human
2172,Q1677459,Jacob D. Leighty,Union United States Army soldier (1839-1912),human
2173,Q1677464,Jacob Edwin Meeker,American politician (1878-1918),human
2174,Q1294738,Edwin Keith Thomson,American politician (1919-1960),human
2175,Q57792,Mark Rutte,Prime Minister of the Netherlands since 2010,human
2176,Q160852,William Ewart Gladstone,British Liberal prime minister (1809–1898),human
2177,Q2526551,Vincent Carter,American politician (1891-1972),human
2178,Q5217703,Daniel Johnson Morrell,American politician (1821-1885),human
2179,Q907764,Lane Evans,"American congressman, attorney, Marine (1951-2014)",human
2180,Q8019071,William T. Granahan,American politician (1895-1956),human
2181,Q1149500,Howard M. Baldrige,American politician (1894-1985),human
2182,Q917391,Oscar Lapham,American politician (1837-1926),human
2183,Q280022,Charles Billinghurst,American politician (1818-1865),human
2184,Q7490643,Shathel Taqa,Iraqi diplomat and poet,human
2185,Q5339797,Edmund Rowe,American politician,human
2186,Q1677577,Jacob M. Howard,American politician (1805-1871),human
2187,Q215569,Alain Juppé,92nd Prime Minister of France,human
2188,Q1707763,Joseph P. Comegys,American politician (1813-1893),human
2189,Q43330,Mikheil Saakashvili,"Georgian-Ukrainian politician, former President of Georgia and former Governor of Odesa",human
2190,Q129399,Charles W. Whalen,American politician (1920-2011),human
2191,Q4731622,Allen E. Ertel,American politician (1937-2015),human
2192,Q9150972,Andrea Willi,Liechtensteiner politician,human
2193,Q156844,Getúlio Vargas,"President of Brazil (1930–1945, 1951–1954)",human
2194,Q1294902,Edwin R. Ridgely,American politician (1844-1927),human
2195,Q3069513,Fernando Morán,Spanish diplomat and politician (1926-2020),human
2196,Q6245684,John M. Ashbrook,American politician,human
2197,Q1294893,Henry Smith Van Eaton,U.S. Representative from Mississippi (1826-1898),human
2198,Q861582,Liberato Marcial Rojas,President of Paraguay (1870-1922),human
2199,Q640768,Dave Treen,American politician (1928-2009),human
2200,Q489419,Jay Kim,American politician,human
2201,Q1064708,Charles H. Wilson,American politician (1917-1984),human
2202,Q4476222,Allan C. Durborow,American politician (1857-1908),human
2203,Q721358,H. C. Hansen,Danish politician (1906-1960),human
2204,Q4163670,Francisco Tudela,Peruvian politician,human
2205,Q2549479,Warner Miller,Union Army officer,human
2206,Q938419,Joseph C. Noyes,American politician (1798-1868),human
2207,Q1790499,William Leigh Brent,American politician (1784-1848),human
2208,Q970461,Tim Bishop,American politician,human
2209,Q2299278,Solomon W. Downs,American politician,human
2210,Q6790601,Matthew Griswold,American politician (1833-1919),human
2211,Q2272102,Peter I. Borst,American politician (1797-1848),human
2212,Q5345249,Edward Schroeder Brooks,American politician,human
2213,Q181121,Daniel L. D. Granger,American politician (1852-1909),human
2214,Q526105,William Blount Carter,"American politician, Tennessee (1792-1848)",human
2215,Q1045864,Justin Smith Morrill,American politician (1810-1898),human
2216,Q2411107,William Atkinson Jones,American politician,human
2217,Q1371531,Ioannis Paraskevopoulos,Greek politician (1900-1984),human
2218,Q1397290,Jim Langevin,U.S. Representative from Rhode Island,human
2219,Q5817514,Eda Rivas,Peruvian politician,human
2220,Q2424476,Thomas H. Werdel,American politician,human
2221,Q2654825,Henry R. Storrs,American politician,human
2222,Q151879,Fernando Lugo,47.° President of Paraguay,human
2223,Q1192978,John H. G. Vehslage,American politician (1842-1904),human
2224,Q1026525,Caleb Blood Smith,American judge and politician (1808–1864),human
2225,Q2424952,Thomas J. Clunie,American politician (1852-1903),human
2226,Q1174829,David J. Foster,American politician (1857-1912),human
2227,Q291188,Joseph H. Beeman,American politician (1833-1909),human
2228,Q1175610,David McKinley,American politician,human
2229,Q1357221,Job Durfee,American politician (1790-1847),human
2230,Q1639662,William S. Archer,American politician (1789-1855),human
2231,Q115442,Doris Leuthard,"lawyer, politician and former member of the Swiss Federal Council (2006-2018)",human
2232,Q6080874,Isidor Rayner,American politician (1850-1912),human
2233,Q1443922,Frank Putnam Flint,American politician,human
2234,Q6474075,Laird Howard Barber,American politician,human
2235,Q55620292,Burhanuddin Bash-Aayan,Iraqi politician and poet,human
2236,Q331719,Bob Corker,American politician,human
2237,Q1699192,John Avery,American politician (1824-1914),human
2238,Q202171,Juho Kusti Paasikivi,7th President of Finland (1870-1956),human
2239,Q721799,Ascensión Esquivel Ibarra,President of Costa Rica (1844-1923),human
2240,Q202155,Thomas Sankara,President of Burkina Faso from 1983 to 1987,human
2241,Q131248,Lee Kuan Yew,1st Prime Minister of Singapore (1923–2015),human
2242,Q4115698,Naji Sabri,Iraqi politician,human
2243,Q1277178,Earl T. Wagner,American politician (1908-1990),human
2244,Q3408461,Robert S. Hale,American politician (1822-1881),human
2245,Q105480,Kenneth Kaunda,First president of Zambia (1924–2021),human
2246,Q6224498,John Crain Kunkel,U.S. American politician (1898-1970),human
2247,Q57647,Yoshihiko Noda,Prime Minister of Japan from 2011 to 2012,human
2248,Q3509043,Julio Enrique Moreno,Acting President of Ecuador (1940),human
2249,Q1751424,Waitman T. Willey,American politician (1811-1900),human
2250,Q4868800,Bates Cooke,American politician (1787-1841),human
2251,Q1261557,John C. Floyd,American politician (1858-1930),human
2252,Q115548,Hans-Peter Tschudi,member of the Swiss Federal Council (1913-2002),human
2253,Q3325941,Moumin Bahdon Farah,Djiboutian politician (1939-2009),human
2254,Q5074816,Charles A. Chickering,American politician,human
2255,Q82484,James G. Clinton,American congressman for New York (1804-1849),human
2256,Q721781,Paul de Smet de Naeyer,Belgian politician (1843-1913),human
2257,Q373443,Adrian Smith,American politician,human
2258,Q115618,Hans Schaffner,member of the Swiss Federal Council (1908-2004),human
2259,Q17306253,Pierre Moukoko Mbonjo,Cameroonian politician,human
2260,Q515935,Diane Black,Former U.S. Representative from Tennessee,human
2261,Q4666091,Abdullah al-Saidi,Yemeni Ambassador to the United Nations,human
2262,Q4684523,Adoniram J. Warner,"Union Army general, politician (1834–1910)",human
2263,Q8069158,Zeno J. Rives,American politician,human
2264,Q1239913,Donald H. Clausen,American politician (1923-2015),human
2265,Q7105259,Orville Turnquest,Bahamian politician,human
2266,Q3343727,Norma Torres,u.S. Representative from California,human
2267,Q3509261,Emilio Estrada Carmona,President of Ecuador (1911),human
2268,Q5093435,Chester A. Chesney,American politician (1916-1986),human
2269,Q5937970,José Antonio Montalvo,Colombian politician (1892-1970),human
2270,Q1553207,Harold Hagen,American politician (1901-1957),human
2271,Q1927918,Michael Huffington,American politician,human
2272,Q310588,Dennis Kucinich,American politician in Ohio (born 1946),human
2273,Q1594736,William F. De Saussure,American politician (1792-1870),human
2274,Q517222,Henry A. Cooper,American politician (1850–1931),human
2275,Q7152365,Paul McHale,American politician,human
2276,Q1594860,Kirtland I. Perky,American politician (1867-1939),human
2277,Q5836895,Ernesto Jaén Guardia,politician,human
2278,Q2655511,Beverly Byron,American politician,human
2279,Q29230,Martti Ahtisaari,President of Finland from 1994 to 2000,human
2280,Q884331,Gordon Browning,politician and United States Army officer (1889-1976),human
2281,Q4792780,Armando Loaiza,Bolivian politician (1943-2016),human
2282,Q16197971,Barry Moussa Barqué,Togolese politician,human
2283,Q2638367,Albert L. Vreeland,Members of the United States House of Representatives from New Jersey,human
2284,Q202582,Lansana Conté,second President of Guinea (1934–2008),human
2285,Q1700758,John L. McLaurin,American politician (1860-1934),human
2286,Q862349,Bill Owens,American politician and lawyer,human
2287,Q1634320,Hugh F. Finley,American congressman (1833-1909),human
2288,Q56259572,Franklin Ebdalin,,human
2289,Q56259567,Pacifico Castro,,human
2290,Q310839,Adlai Stevenson I,vice president of the United States from 1893 to 1897,human
2291,Q4120846,Adam W. Snyder,American politician,human
2292,Q1751828,William Thomas Bland,American politician (1861-1928),human
2293,Q324546,Marco Rubio,American politician (born 1971),human
2294,Q399593,Mark Takano,U.S. Representative for California's 41st congressional district,human
2295,Q6244260,John LeBoutillier,American politician,human
2296,Q711549,Arthur Smith,U.S. Representative from Virginia (1785-1853),human
2297,Q371165,Ray Greene,US Senator and Rhode Island Attorney General (1765-1849),human
2298,Q1740321,Royal C. Johnson,American politician (1882-1939),human
2299,Q1151156,Cătălin Predoiu,Romanian politician,human
2300,Q546874,Solomon P. Ortiz,American politician,human
2301,Q5607889,Carl R. Chindblom,American politician,human
2302,Q57303,Karolos Papoulias,"Greek politician ,former president of the Hellenic Republic",human
2303,Q5046552,Carroll D. Kearns,American political (1900-1976),human
2304,Q336297,Ahmed Tejan Kabbah,Sierra Leonean President,human
2305,Q134035,Rodney Davis,American politician in Illinois (born 1970),human
2306,Q377977,Thorvald Stoltenberg,Norwegian politician (1931–2018),human
2307,Q1439217,William R. Green,American politician (1856-1947),human
2308,Q6756173,Marcel Metefara,Central African politician,human
2309,Q223545,Daniel D. Tompkins,American politician; sixth vice president of the United States (1774–1825),human
2310,Q5199155,Cydnor B. Tompkins,American politician,human
2311,Q7126017,Pakoa Kaltonga,Vanuatuan politician,human
2312,Q467905,Miroslav Lajčák,"Slovak diplomat, Minister of Foreign Affairs of Slovakia and politician",human
2313,Q1674135,Herman D. Gould,American politician (1799-1852),human
2314,Q467929,Luis García Meza Tejada,Bolivian dictator (1929-2018),human
2315,Q7793056,Thomas Patterson,American politician,human
2316,Q1043079,Carlos Moorhead,American politician,human
2317,Q1725579,Rufus C. Holman,American politician (1877-1959),human
2318,Q886038,Coleman Livingston Blease,American politician (1868-1942),human
2319,Q194745,Herman P. Goebel,American politician (1853-1930),human
2320,Q915862,Frank D. Scott,American politician (1878-1951),human
2321,Q155880,Mirek Topolánek,Czech politician and businessman (born 1956),human
2322,Q60547,Warren Rudman,American politician (1930-2012),human
